materia,grado,periodo,tema
Lenguaje,10°,II,"Comunicación 
Análisis audiovisual (comerciales).
Género 
Siglo de oro. 
El Romanticismo en España.
El Realismo en España.
Semántica 
Figuras literarias. 
Gramática 
Tipos de oraciones (enunciativas, interrogativas, exclamativas)
Ortografía 
Usos de la coma. 
Plan lector 
Libro a elección de cada estudiante."
Lenguaje,10°,III,"Comunicación 
El cine como instrumento de crítica social.
Género 
Literatura Contemporánea. 
Reseña cinematográfica (fortalecimiento de producción textual escrita).
Semántica 
Ironía y sarcasmo en textos argumentativos. 
Gramática 
El ensayo.
Estructura del párrafo argumentativo.
Ortografía 
Uso de comillas y paréntesis.
Plan lector 
“Crónica de una muerte anunciada” de Gabriel García Márquez. Editorial Debolsillo."
Lenguaje,11°,I,"Comunicación 
Medios de comunicación masiva: contexto social, cultural y político. 
Género 
Mitologías del mundo.
Literatura griega y romana.
Tipos de texto: explicativo, descriptivo y narrativo
Semántica 
Conectores lógicos (causa, consecuencia, oposición, etc.)
Gramática
Texto argumentativo (artículo de opinión)
Ortografía 
Uso del punto y punto y coma. 
Plan lector 
“Maus” de Art Spiegelman. Editorial Penguin Random House 
“Ensayo sobre la Ceguera” de José Saramago. Editorial: Debolsillo"
Lenguaje,11°,II,"Comunicación 
Niveles de lectura (literal, inferencial y crítico)
El texto discontinuo (infografías)
Género
Propiedades del texto (Académico) 
Producción textual:  El ensayo y los tipos
Semántica 
Ambigüedad y precisión del lenguaje. 
Gramática 
Tipos de enunciados según su intención comunicativa. 
Ortografía 
Usos del punto. 
Plan lector 
Libro a elección de cada estudiante."
Lenguaje,11°,III,"Comunicación 
Análisis del discurso.
Género
El discurso de graduación.
Semántica 
La intención de los enunciados. 
El discurso y la emotividad. 
Gramática 
Modalización del discurso (verbos modales, adverbios de duda y certeza)
Ortografía 
Uso adecuado de signos de exclamación e interrogación
Plan lector 
Delirio de Laura Restrepo. Editorial Debolsillo."
MATEMÁTICAS,1°,I,"Pensamiento numérico y sistemas numéricos 
•	La decena. (Lectura y escritura - Relación de orden- Valor posicional)
•	Operaciones de adición y sustracción sin reagrupación. 
•	Planteamiento y resolución de problemas. 
•	Números ordinales. 
Pensamiento variacional y sistemas algebraicos
•	Patrones de la vida cotidiana. 
•	Secuencias numéricas hasta la decena. | Pensamiento espacial y sistemas geométricos 
•	Relaciones espaciales. (Arriba-Abajo; Cerca-lejos; Encima de- Debajo; Izquierda- Derecha; Delante, Entre; Detrás; Dentro de- Fuera; de- En borde de)
Pensamiento métrico y sistemas de medida
•	Relaciones de Medida. (Grande, mediano y pequeño; Más largo que - más corto que; Más alto que – más bajo que; Grueso – delgado)
•	Rutinas diarias. (Días de la semana: Ayer-Hoy-Mañana)
Pensamiento aleatorio y sistemas de datos 
•	Conjuntos. (Representación – Relaciones de pertenencia – Comparación- Cardinalidad) 
•	Tablas de conteo y pictogramas."
MATEMÁTICAS,1°,II,"Pensamiento numérico y sistemas numéricos 
•	La centena. (Lectura y escritura - Relación de orden- Valor posicional)
•	Operaciones de adición y sustracción con reagrupación. 
•	Planteamiento y resolución de problemas. 
•	Recta numérica.
Pensamiento variacional y sistemas algebraicos
•	Patrones arbitrarios de numeración. (Conteo de números de 1 en 1, de 2 en 2, de 3 en 3, de 5 en 5, …)
•	Anterior, siguiente, ascendente, descendente. | Pensamiento espacial y sistemas geométricos 
•	Clases de líneas. (Líneas curvas y líneas rectas - Líneas abiertas y líneas cerradas - Líneas verticales, Líneas horizontales y Líneas oblicuas - Líneas paralelas y líneas secantes)
•	Trayectorias y posiciones en un espacio circundante. 

Pensamiento métrico y sistemas de medida
•	Instrumentos de medición no estandarizados y estandarizados. 
•	Unidad de longitud. (El centímetro)
•	Unidad de tiempo. (El reloj: Horas enteras y medias)
Pensamiento aleatorio y sistemas de datos 
•	Diagramas de barras. (Lectura de diagramas de barras)"
MATEMÁTICAS,1°,III,"Pensamiento numérico y sistemas numéricos 
•	Unidad de mil. (Lectura y escritura - Relación de orden- Valor posicional)
•	Operaciones de adición y sustracción con y sin reagrupación. 
•	Planteamiento y resolución de problemas. 
•	Recta numérica.

Pensamiento variacional y sistemas algebraicos
•	Secuencias numéricas. (Secuencias ascendentes y descendentes)
Pensamiento espacial y sistemas geométricos 
•	Figuras bidimensionales. (Figuras planas: Círculo, cuadrado, rectángulo y triángulo)
•	Figuras tridimensionales (Sólidos geométricos: La esfera, el cubo, los prismas, la pirámide, el cono, el cilindro) | Pensamiento métrico y sistemas de medida
•	Unidades de tiempo. (Calendario)
•	Medidas de masa y capacidad. (La masa y el peso: Unidades básicas la libra y el kilo - Más liviano que y más pesado que; Lleno y vacío)

Pensamiento aleatorio y sistemas de datos 
•	Diagramas de barras. (Diagramas de barras horizontales y verticales; Lectura básica de los diagramas; Organización de los datos de una muestra básica en el diagrama de barras)"
MATEMÁTICAS,2°,I,"Pensamiento numérico y sistemas numéricos
Los conjuntos y sus operaciones.
 Conjuntos por extensión y por comprensión.
 Relación de pertenencia y contenencia.
 Operaciones entre conjuntos Unión e intersección.
 
Números hasta 999.
 Lectura y escritura de números hasta el 999.
 Representación gráfica de unidades, decenas y centenas.
 Clasificación de números: pares e impares
 Relaciones de orden < , > , =.
 Redondeo a la decena y a la centena.
 Representación del redondeo en la recta.
Operaciones de suma y resta.
 Algoritmo (con y sin reagrupación) y términos de la suma.
 Representación gráfica de la suma.
 Propiedades de la suma (conmutativa, elemento neutro, asociativa)
 Algoritmo (con y sin desagrupación) y términos de la resta.
 Resta con ceros en el minuendo y prueba de la operación.
 Representación gráfica de la resta.
 Situaciones de aplicación para la suma y la resta. | Pensamiento variacional y sistemas algebraicos
 Estimación y redondeo en sumas y restas
 Redondeo de números a la decena y centena más cercana.
 Estimación de resultados aproximados en sumas y restas.
 Patrones numéricos (crecientes, decrecientes, alternados)
 
Pensamiento espacial y sistemas geométricos
Figuras planas y cuerpos geométricos (2D y 3D)
Punto, recta, semirrecta y segmento de recta.
Ángulos (definición y clasificación básica por medida).
 
Pensamiento métrico y sistemas de medidas
Unidades de tiempo (días de la semana, calendario, horas enteras y medias).
 
Pensamiento aleatorio y sistemas de datos
Análisis de pictogramas (a escala).
Organización de datos en tablas.
Tablas de datos a diagramas de barras.
Organización de datos en tabla."
MATEMÁTICAS,2°,II,"Pensamiento numérico y sistemas numéricos
Números hasta 9.999.
Lectura, escritura y descomposición de números hasta 9.999, reconociendo unidades, decenas, centenas y unidades de mil.
 Resolución de situaciones problema que implican la suma y la resta (con y sin reagrupación), usando diversas estrategias y representaciones.
La multiplicación
 La multiplicación como adición de sumandos iguales.
 Multiplicación por cero y uno.
 Tablas de multiplicar hasta el 9.
 Multiplicación por números de una cifra.
 Multiplicación por decenas exactas.
 Propiedades de la multiplicación (conmutativa y asociativa)
 Identificación de situaciones de aplicación.
 Multiplicación por números de dos cifras (algoritmo y herramientas)
 Situaciones de aplicación para la multiplicación.
 Proceso de Multiplicación (algoritmo y herramientas)
 Multiplicaciones abreviadas (10, 100, 1000).
 
Pensamiento variacional y sistemas algebraicos
 Reconocimiento de patrones numéricos en las tablas de multiplicar
 Secuencias numéricas crecientes y decrecientes con múltiplos. | Pensamiento espacial y sistemas geométricos
 Lugar y posición.
 Coordenadas básicas: fila y columna.
 Ubicación de objetos en un plano o cuadrícula.
 Desplazamientos (arriba, abajo, derecha, izquierda).
 Simetría en figuras (reflejo).
 Pensamiento métrico y sistemas de medidas
Medición de longitudes en objetos y espacios del entorno.
 Uso de instrumentos de medición (regla, cinta métrica, cuerda, entre otros).
 Medidas estandarizadas (metro, centímetro) y no estandarizadas (palmas, pies, pasos, cuerdas).
 Conversión de unidades de longitud: metro a centímetro.
 Cálculo del perímetro de figuras planas.
 Estimación y comparación de longitudes.
 Pensamiento aleatorio y sistemas de datos
Recopilación de datos (encuestas simples)
Diagramas de puntos
Tablas de frecuencia
Análisis e interpretación de información
 Traducción entre diagramas y tablas"
MATEMÁTICAS,2°,III,"Pensamiento numérico y sistemas numéricos.
 Multiplicación
 Resolución de problemas de multiplicación en contextos cotidianos, aplicando estrategias concretas, las propiedades de la operación y el uso de las tablas.
 División
 División exacta por una cifra: términos y algoritmos.
 División con dos cifras en el dividendo (exactas e inexactas).
 Identificación y uso de los términos de la división (dividendo, divisor, cociente, residuo).
 Resolución de situaciones problema que implican la división.
 Diferenciación entre divisiones exactas e inexactas.
  Pensamiento variacional y sistemas algebraicos.
Reconocimiento y aplicación de patrones numéricos crecientes y decrecientes.
 Identificación de secuencias multiplicativas (por 2, 5, 10, etc.).
 Uso de patrones para facilitar el cálculo en multiplicación y división.
 Resolución de situaciones que impliquen regularidades numéricas. | Pensamiento métrico y sistemas de medidas.
 Reconocimiento de instrumentos de medición de masa y capacidad.
 Definición y uso de las unidades: gramo, kilogramo, libra, litro y mililitro.
 Cálculo del perímetro y su diferencia con el área.
 Reconocimiento del área como cantidad de unidades cuadradas que cubren una figura.
 Aplicación de fórmulas para hallar el área de cuadrados, rectángulos y triángulos.
 
 Pensamiento espacial y sistemas geométricos.
• Ubicación de puntos en el plano cartesiano (cuadrícula).
• Lectura e interpretación de coordenadas (fila y columna).
• Direcciones y desplazamientos: arriba, abajo, derecha, izquierda, diagonales.
• Seguimiento de trayectorias y rutas sobre el plano.
 
 Pensamiento aleatorio y sistemas de datos.
 
• Reconocimiento de todos los posibles resultados que pueden ocurrir al realizar un experimento sencillo (espacio muestral).
• Clasificación de sucesos como seguros, posibles, poco probables e imposibles.
• Representación y análisis de situaciones de probabilidad sencillas.
• Interpretación de afirmaciones probabilísticas en contextos escolares y cotidianos."
MATEMÁTICAS,3°,I,"Pensamiento numérico y sistemas numéricos 
-Números hasta 999.999.
Lectura y escritura de estos números.
Relaciones de orden <, >, =
Valor posicional.
Operaciones de suma y resta: 
Algoritmo (con y sin reagrupación) para la suma.
Algoritmo (con y sin des agrupación) y términos de la resta.
Sumas y restas utilizando la tabla de valor posicional.
Situaciones de aplicación para la suma y la resta.
Operaciones combinadas
Estimación de resultados.
-La Multiplicación.
Tablas de multiplicar (como suma repetida)
Términos y algoritmo (por dos y tres cifras)
Propiedades de la multiplicación (conmutativa, modulativa, asociativa)
Cálculo mental y multiplicaciones abreviadas (10, 100, 1000…y factor que termina en cero(s))
Situaciones de aplicación para solución con solo multiplicación.
Situaciones de aplicación con más de una operación para su solución.
Patrones numéricos de suma, resta y producto.
Pensamiento variacional y sistemas algebraicos
-Los conjuntos.
Operaciones entre conjuntos: unión, intersección y diferencia. | Pensamiento espacial y sistemas geométricos 
Elementos geométricos.

Pensamiento métrico y sistemas de medida
Herramientas de medición, características y usos (regla, escuadra, transportador)
Los ángulos y su clasificación por medida.
Construcción de ángulos múltiplos de 30°

Pensamiento aleatorio y sistemas de datos 
-Interpretación de gráficos y muestras de datos.
Construcción de tablas de datos y frecuencias.
Conversión tablas a diagramas de barras y viceversa.
Reconocimiento de la moda.
Análisis de pictogramas."
MATEMÁTICAS,3°,II,"Pensamiento numérico y sistemas numéricos 
La División.
Definición, elementos, clasificación y algoritmo (con una cifra en el divisor).
División con dos cifras en el divisor (algoritmo y herramientas).


Pensamiento variacional y sistemas algebraicos
Equivalencia entre expresiones numéricas | Pensamiento espacial y sistemas geométricos
Elementos geométricos.

Pensamiento métrico y sistemas de medida
Unidades de longitud (múltiplos y submúltiplos)
Perímetro 

Pensamiento aleatorio y sistemas de datos 	
-Eventos medibles
Espacio muestral de un evento.
-Eventos posibles, imposibles o seguros"
